Theme (EN),Theme (Kabutan),TSE 17-Sector,TSE 33-Sector,Symbol,Company Name (EN),Name (Kabutan),Market (EN),Market (Kabutan)
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3776,"BroadBand Tower,Inc.",ＢＢタワー,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,6573,CRAVIA Inc.,ＣＲＡＶＩＡ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3908,Collabos Corporation,コラボス,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3675,Cross Marketing Group Inc.,クロスマーケ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4776,"Cybozu,Inc.",サイボウズ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3816,"DAIWA COMPUTER CO.,LTD.",大和コン,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4072,"Densan System Holdings Co.,Ltd.",電算システム,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,2493,"E-SUPPORTLINK,Ltd.",イーサポート,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4820,"EM SYSTEMS CO.,LTD.",ＥＭシステム,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3646,"Ekitan & Co.,Ltd.",駅探,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,6093,"Escrow Agent Japan,Inc.",エスクロＡＪ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3633,"GMO Pepabo,Inc.",ＧＭＯペパボ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,415A,"GMO TECH Holdings,Inc.",ＧＭＯテック,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,9449,"GMO internet group,Inc.",ＧＭＯ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4073,"Global Communication Planning Co.,Ltd.",ジィ・シィ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,RAW MATERIALS & CHEMICALS,Pulp and Paper,3948,"HIKARI BUSINESS FORM CO.,LTD.",光ビジネス,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3854,I'LL INC,アイル,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,6038,"IID,Inc.",イード,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,2667,"ImageONE Co.,Ltd.",イメージワン,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,2492,Infomart Corporation,インフォＭＴ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4057,"Interfactory,Inc.",インタファク,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4308,J-Stream Inc.,Ｊストリーム,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4483,JMDC Inc.,ＪＭＤＣ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4287,JUST PLANNING INC.,ジャストプラ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3939,"Kanamic Network Co.,LTD",カナミックＮ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4689,LY Corporation,ラインヤフー,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4391,"Logizard Co.,Ltd.",ロジザード,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3902,"Medical Data Vision Co.,Ltd.",ＭＤＶ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6634,NCXX Group Inc.,ＪＮグループ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,2349,"Nippon Information Development Co.,Ltd.",エヌアイデイ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4716,ORACLE CORPORATION JAPAN,日本オラクル,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,2391,"PLANET,INC.",プラネット,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4389,"Property Data Bank,Inc.",プロパテＤＢ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3031,"RACCOON HOLDINGS,Inc.",ラクーンＨＤ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3768,Riskmonster.com,リスモン,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6675,"SAXA,Inc.",サクサ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3974,SCAT Inc.,ＳＣＡＴ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3976,SHANON Inc.,シャノン,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4845,"Scala,Inc.",スカラ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3909,Showcase Inc.,ショーケース,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3393,"Startia Holdings,Inc.",スタティアＨ,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,2480,"System Location Co.,Ltd.",シスロケ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3627,TECMIRA HOLDINGS INC.,テクミラ,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8142,"TOHO Co.,Ltd.",トーホー,TSE Prime,東Ｐ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Services,7359,"Tokyo Communications Group,Inc.",東京通信Ｇ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3931,VALUE GOLF Inc.,Ｖゴルフ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4422,VALUENEX Japan Inc.,ＶＮＸ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4372,"YMIRLINK,Inc.",ユミルリンク,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3690,YRGLM Inc.,イルグルム,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3796,"e-Seikatsu Co.,Ltd.",いい生活,TSE Standard,東Ｓ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,3917,"iRidge,Inc.",アイリッジ,TSE Growth,東Ｇ
ASP (Application Service Provider),ASP,"IT & SERVICES, OTHERS",Information & Communication,4444,infoNet inc.,インフォネ,TSE Growth,東Ｇ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6832,"AOI ELECTRONICS CO.,LTD.",アオイ電子,TSE Standard,東Ｓ
ATM (Automated Teller Machines),ATM,"IT & SERVICES, OTHERS",Information & Communication,8023,"DAIKO XTECH,LTD.",ＤＡＩＫＯＸ,TSE Standard,東Ｓ
ATM (Automated Teller Machines),ATM,"IT & SERVICES, OTHERS",Other Products,7912,"Dai Nippon Printing Co.,Ltd.",大日印,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6702,Fujitsu Limited,富士通,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,MACHINERY,Machinery,6457,GLORY LTD.,グローリー,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6501,"Hitachi,Ltd.",日立,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,MACHINERY,Machinery,6418,"JAPAN CASH MACHINE CO.,LTD.",日金銭,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6862,MINATO HOLDINGS INC.,ミナトＨＤ,TSE Standard,東Ｓ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6503,Mitsubishi Electric Corporation,三菱電,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6701,NEC Corporation,ＮＥＣ,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6645,OMRON Corporation,オムロン,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6703,"Oki Electric Industry Company,Limited",ＯＫＩ,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,BANKS,Banks,8410,"Seven Bank,Ltd.",セブン銀,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,"IT & SERVICES, OTHERS",Information & Communication,2317,Systena Corporation,システナ,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,MACHINERY,Machinery,6424,"TAKAMISAWA CYBERNETICS COMPANY,LTD.",高見サイ,TSE Standard,東Ｓ
ATM (Automated Teller Machines),ATM,"IT & SERVICES, OTHERS",Information & Communication,4430,"TOKAI SOFT CO.,LTD.",東海ソフト,TSE Standard,東Ｓ
ATM (Automated Teller Machines),ATM,"IT & SERVICES, OTHERS",Other Products,7911,TOPPAN Holdings Inc.,ＴＯＰＰＡＮ,TSE Prime,東Ｐ
ATM (Automated Teller Machines),ATM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6662,"Ubiteq,INC.",ユビテック,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3911,Aiming Inc.,Ａｉｍｉｎｇ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3932,Akatsuki Inc.,アカツキ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3672,AltPlusInc.,オルトＰ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4424,"Amazia,inc.",Ａｍａｚｉａ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3727,Aplix Corporation,アプリックス,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3981,Beaglee Inc.,ビーグリー,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3663,"CELSYS,Inc.",セルシス,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3668,"COLOPL,Inc.",コロプラ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3810,"CyberStep Holdings,Inc.",ＣＳＨＤ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3676,"DIGITAL HEARTS HOLDINGS Co.,Ltd.",デジハＨＤ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,2432,"DeNA Co.,Ltd.",ディーエヌエ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3793,"Drecom Co.,Ltd.",ドリコム,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3935,"Edia Co.,Ltd.",エディア,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3692,"FFRI Security,Inc.",ＦＦＲＩ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3753,FLIGHT SOLUTIONS Inc.,フライト,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3632,"GREE Holdings,Inc.",グリーＨＤ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Services,7351,Goodpatch Inc.,グッドパッチ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3913,"GreenBee,Inc.",ＧｒｅｅｎＢ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3765,"GungHo Online Entertainment,Inc.",ガンホー,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Services,6047,Gunosy Inc.,Ｇｕｎｏｓｙ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9433,KDDI CORPORATION,ＫＤＤＩ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3656,KLab Inc.,ＫＬａｂ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4446,Link-U Group Inc.,リンクユーＧ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,2121,"MIXI,Inc.",ＭＩＸＩ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9438,MTI Ltd.,ＭＴＩ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3912,"Mobile Factory,Inc.",モバファク,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9432,"NTT,Inc.",ＮＴＴ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9436,OKINAWA CELLULAR TELEPHONE COMPANY,沖縄セルラー,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Services,4755,"Rakuten Group,Inc.",楽天グループ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Services,7356,Retty Inc.,レッティ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Services,4765,"SBI Global Asset Management Co.,Ltd.",ＳＢＩＧＡＭ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4344,SOURCENEXT CORPORATION,ソースネクス,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3907,Silicon Studio Corp.,シリコンスタ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp.,ＳＢ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp. (shares of preferred stock),ＳＢ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9434,SoftBank Corp. (shares of preferred stock),ＳＢ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,9984,SoftBank Group Corp.,ＳＢＧ,TSE Prime,東Ｐ
Android,Android,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3393,"Startia Holdings,Inc.",スタティアＨ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3823,"THE WHY HOW DO COMPANY,Inc.",ＷＨＤＣ,TSE Standard,東Ｓ
Android,Android,RETAIL TRADE,Retail Trade,2656,Vector HOLDINGS Inc.,ベクターＨＤ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4199,WonderPlanet Inc.,ワンプラ,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4175,coly Inc.,コリー,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,2323,fonfun corporation,ｆｏｎｆｕｎ,TSE Standard,東Ｓ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,3903,gumi Inc.,ｇｕｍｉ,TSE Prime,東Ｐ
Android,Android,"IT & SERVICES, OTHERS",Services,9343,ibis inc.,アイビス,TSE Growth,東Ｇ
Android,Android,"IT & SERVICES, OTHERS",Information & Communication,4448,"kubell Co.,Ltd.",ｋｕｂｅｌｌ,TSE Growth,東Ｇ
Android,Android,,,3739,,コムシード,NSE Main (Nagoya),名Ｎ
AppGuard (Endpoint Security),AppGuard,TRANSPORTATION & LOGISTICS,Air Transportation,9202,ANA HOLDINGS INC.,ＡＮＡＨＤ,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,TRANSPORTATION & LOGISTICS,Air Transportation,9202,ANA HOLDINGS INC. (shares of preferred stock),ＡＮＡＨＤ,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Information & Communication,3962,"CHANGE Holdings,Inc.",チェンジＨＤ,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Information & Communication,8023,"DAIKO XTECH,LTD.",ＤＡＩＫＯＸ,TSE Standard,東Ｓ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Services,4324,DENTSU GROUP INC.,電通グループ,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Information & Communication,4812,DENTSU SOKEN INC.,電通総研,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3054,HYPER Inc.,ハイパー,TSE Standard,東Ｓ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Information & Communication,3918,"PCI Holdings,INC.",ＰＣＩＨＤ,TSE Standard,東Ｓ
AppGuard (Endpoint Security),AppGuard,"IT & SERVICES, OTHERS",Services,3021,"Pacific Net Co.,Ltd.",ＰＣＮＥＴ,TSE Standard,東Ｓ
AppGuard (Endpoint Security),AppGuard,FINANCIALS (EX BANKS),Insurance,8630,"Sompo Holdings,Inc.",ＳＯＭＰＯ,TSE Prime,東Ｐ
AppGuard (Endpoint Security),AppGuard,,,2467,,ＶＬＣセキュ,NSE Main (Nagoya),名Ｎ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3964,AUCNET INC.,オークネット,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,9832,"AUTOBACS SEVEN CO.,LTD.",オートバクス,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,RETAIL TRADE,Retail Trade,3020,"Applied Co.,Ltd.",アプライド,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Services,9272,"Boutiques,Inc.",ブティックス,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,REAL ESTATE,Real Estate,276A,CCReB Advisors Inc.,ククレブ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3107,"Daiwabo Holdings Co.,Ltd.",ダイワボウ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3848,"Data Applications Company,Limited",データアプリ,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,5242,"EYEZ,INC.",アイズ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,FOODS,Foods,2586,FRUTA FRUTA INC.,フルッタ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,323A,Flier Inc.,フライヤー,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7114,"Foodison,Inc.",フーディソン,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3854,I'LL INC,アイル,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Services,2148,ITmedia Inc.,ＩＴメディア,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Services,2492,Infomart Corporation,インフォＭＴ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3970,Innovation Inc.,イノベーショ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,4057,"Interfactory,Inc.",インタファク,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,248A,KIDS STAR Inc.,キッズスター,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,4380,M - mart Inc.,Ｍマート,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7687,"MICREED Co.,Ltd.",ミクリード,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Services,156A,Material Group Inc.,マテリアルＧ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,RETAIL TRADE,Retail Trade,3064,"MonotaRO Co.,Ltd.",モノタロウ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,4196,NEO MARKETING Inc.,ネオマーケ,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Services,6572,"OPEN Group,Inc.",オープンＧ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,RETAIL TRADE,Retail Trade,3182,Oisix ra daichi Inc.,オイシックス,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Other Products,7805,PRINTNET INC.,プリントＮ,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,479A,PRONI Inc.,ＰＲＯＮＩ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3031,"RACCOON HOLDINGS,Inc.",ラクーンＨＤ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,4443,"Sansan,Inc.",Ｓａｎｓａｎ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3985,TEMONA.inc.,テモナ,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,4825,WEATHERNEWS INC.,ＷＮＩウェザ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3612,"WORLD CO.,LTD.",ワールド,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3359,"cotta CO.,LTD",ｃｏｔｔａ,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Information & Communication,3835,"eBASE Co.,Ltd.",ｅＢＡＳＥ,TSE Prime,東Ｐ
B2B (Business-to-Business),BtoB,"IT & SERVICES, OTHERS",Other Products,168A,itamiarts inc.,イタミアート,TSE Growth,東Ｇ
B2B (Business-to-Business),BtoB,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3559,p-ban.com Corp.,ＰバンＣＯＭ,TSE Standard,東Ｓ
B2B (Business-to-Business),BtoB,,,3419,,アートＧ,NSE Main (Nagoya),名Ｎ
B2B (Business-to-Business),BtoB,,,4250,,フロンテア,FSE Q-Board (Fukuoka),福Ｑ
B2B (Business-to-Business),BtoB,,,519A,,ベーシック,TSE Growth,東Ｇ
BNCT (Boron Neutron Capture Therapy),BNCT,STEEL & NONFERROUS METALS,Nonferrous Metals,5703,"Nippon Light Metal Holdings Company,Ltd.",日軽金ＨＤ,TSE Prime,東Ｐ
BNCT (Boron Neutron Capture Therapy),BNCT,"IT & SERVICES, OTHERS",Services,4681,"RESORTTRUST,INC.",リゾートトラ,TSE Prime,東Ｐ
BNCT (Boron Neutron Capture Therapy),BNCT,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6963,ROHM COMPANY LIMITED,ローム,TSE Prime,東Ｐ
BNCT (Boron Neutron Capture Therapy),BNCT,MACHINERY,Machinery,6384,"SHOWA SHINKU CO.,LTD.",昭和真空,TSE Standard,東Ｓ
BNCT (Boron Neutron Capture Therapy),BNCT,RAW MATERIALS & CHEMICALS,Chemicals,4109,STELLA CHEMIFA CORPORATION,ステラケミ,TSE Prime,東Ｐ
BNCT (Boron Neutron Capture Therapy),BNCT,PHARMACEUTICAL,Pharmaceutical,4888,STELLA PHARMA CORPORATION,ステラファ,TSE Growth,東Ｇ
BNCT (Boron Neutron Capture Therapy),BNCT,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7711,"SUKEGAWA ELECTRIC CO.,LTD.",助川電気,TSE Standard,東Ｓ
BNCT (Boron Neutron Capture Therapy),BNCT,MACHINERY,Machinery,6302,"SUMITOMO HEAVY INDUSTRIES,LTD.",住友重,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5201,AGC Inc.,ＡＧＣ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,MACHINERY,Machinery,6113,"AMADA CO.,LTD.",アマダ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,FOODS,Foods,2802,"Ajinomoto Co.,Inc.",味の素,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,CONSTRUCTION & MATERIALS,Construction,6366,Chiyoda Corporation,千代建,TSE Standard,東Ｓ
BRICs-Related,BRICs関連,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6954,FANUC CORPORATION,ファナック,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,MACHINERY,Machinery,6457,GLORY LTD.,グローリー,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6965,HAMAMATSU PHOTONICS K.K.,ホトニクス,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8078,"HANWA CO.,LTD.",阪和興,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,RAW MATERIALS & CHEMICALS,Chemicals,4613,"KANSAI PAINT CO.,LTD.",関西ペ,TSE Prime,東Ｐ
BRICs-Related,BRICs関連,MACHINERY,Machinery,6301,KOMATSU LTD.,コマツ,TSE Prime,東Ｐ
