Symbol,Exchange,Industry (Sector),Subgroup (Theme),Sub-industry,Source Symbol,Match Type,ISIN,Company Name,Primary Company Name
543667.BO,XBOM,"ENERGY, OIL & GAS",Power Generation,Power Generation Companies,INOXGREEN,primary_local,INE510W01014,Inox Green,Inox Green Energy Services Limited
543668.BO,XBOM,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,BBTCL,primary_local,INE01EE01011,B&B Triplewall,B&B Triplewall Containers Limited
543669.BO,XBOM,Real Estate Segments,Residential Projects,"Residential, Commercial Projects Companies",RUSTOMJEE,primary_local,INE263M01029,Keystone Realtor,Keystone Realtors Limited
543670.BO,XBOM,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,VINNY,primary_local,INE01KI01027,Vinny Overseas Limited,Vinny Overseas Limited
543671.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,AAATECH,primary_local,INE0D0U01013,AAA Technologies,AAA Technologies Limited
543678.BO,XBOM,Food & Beverages,Edible Oil,Edible Oil Companies,543678,primary_local,INE0N6V01016,Ambo Agritec,AMBO AGRITEC LIMITED
543686.BO,XBOM,Const. & Materials,Paint Manufacturers,Paints Companies,SIRCA,primary_local,INE792Z01011,Sirca Paints,Sirca Paints India Limited
543687.BO,XBOM,CHEMICALS & POLYMERS,Agro Chemicals,Pesticides & Agrochemicals Companies,DHARMAJ,primary_local,INE00OQ01016,Dharmaj Crop,Dharmaj Crop Guard Limited
543688.BO,XBOM,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,SARVESHWAR,primary_local,INE324X01026,Sarveshwar Foods,Sarveshwar Foods Limited
543689.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,UNIPARTS,primary_local,INE244O01017,Uniparts India Limited,Uniparts India Limited
543709.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",543709,primary_local,INE0NT601018,PNGS Gargi FJ,PNGS GARGI FASHION JEWELLERY LIMITED
543711.BO,XBOM,Food & Beverages,Alcoholic Beverages,Breweries & Distilleries Companies,SULA,primary_local,INE142Q01026,Sula Vineyards,Sula Vineyards Limited
543712.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Holding Company Companies,AFSL,primary_local,INE00ZE01026,Abans Financial,Abans Financial Services Limited
543714.BO,XBOM,AUTOMOTIVE (STOCKS),Auto Dealers & Retail,Auto Dealer Companies,LANDMARK,primary_local,INE559R01029,Landmark Cars,Landmark Cars Limited
543720.BO,XBOM,BANKING & FINANCIAL SERVICES,Market Infrastructure,"Depositories, Clearing Houses and Other Intermediaries Companies",KFINTECH,primary_local,INE138Y01010,KFin Technolog.,Kfin Technologies Limited
543725.BO,XBOM,Consumer Durables,Household White Goods,Household Appliances Companies,ELIN,primary_local,INE050401020,Elin Electronics,Elin Electronics Limited
543732.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,RADIANTCMS,primary_local,INE855R01021,Radiant Cash Management Services Limited,Radiant Cash Management Services Limited
543737.BO,XBOM,Food & Beverages,Packaged & Processed Foods,Packaged Foods Companies,543737,primary_local,INE09BN01011,Aveer Foods,Aveer Foods Limited
543743.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,AERONEU,primary_local,INE035801013,Sah Polymers Limited,Aeroflex Neu Limited
543746.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Speciality Retail Companies,543746,primary_local,INE0BSU01018,Logica Infoway,LOGICA INFOWAY LIMITED
543747.BO,XBOM,Const. & Materials,Paint Manufacturers,Paints Companies,KAMOPAINTS,bse_security_id,INE0BTI01037,Kamdhenu Venture,Kamdhenu Ventures Limited
543748.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,AARTIPHARM,primary_local,INE0LRU01027,Aarti Pharmalabs Limited,Aarti Pharmalabs Limited
543753.BO,XBOM,BANKING & FINANCIAL SERVICES,Financial Distributors,Financial Products Distributor Companies,543753,primary_local,INE0M9Q01011,Dharni Capital,DHARNI CAPITAL SERVICES LIMITED
543767.BO,XBOM,Media & Leisure,Digital Entertainment,Digital Entertainment Companies,BTML,primary_local,INE0EEJ01023,Bodhi Tree,Bodhi Tree Multimedia Limited
543768.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,NSLNISP,primary_local,INE0NNS01018,NMDC Steel,NMDC Steel Limited
543769.BO,XBOM,Food & Beverages,Tea & Coffee,Tea & Coffee Companies,543769,primary_local,INE0KN201016,Indong Tea Co,INDONG TEA COMPANY LIMITED
543782.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,543782,primary_local,INE0O4601016,Sealmatic India,Sealmatic India Limited
543787.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,543787,primary_local,INE0OLH01013,Macfos,Macfos Limited
543798.BO,XBOM,DIVERSIFIED & TRADING,Commodity Trading,Trading - Chemicals Companies,543798,primary_local,INE0NPA01011,Patron Exim,Patron Exim Limited
543799.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,543799,primary_local,INE0JZS01010,S. V. J. Enterp.,S.V.J.ENTERPRISES LIMITED
543804.BO,XBOM,METALS & MINING,Copper & Specialty Metallurgy,Precious Metals Companies,543804,primary_local,INE0G1V01016,Amanaya Ventures,AMANAYA VENTURES LIMITED
543805.BO,XBOM,"ENERGY, OIL & GAS",Oil Refiners,Refineries & Marketing Companies,543805,primary_local,INE0NYN01016,Resgen,RESGEN LIMITED
543811.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,AIRAN,primary_local,INE645W01026,Airan Limited,Airan Limited
543812.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,DIVGIITTS,primary_local,INE753U01022,Divgi Torqtransfer Systems Limited,Divgi Torqtransfer Systems Limited
543829.BO,XBOM,Const. & Materials,Tiles,Granites & Marbles Companies,GSLSU,primary_local,INE0JSX01015,Global Surfaces,Global Surfaces Limited
543831.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,543831,primary_local,INE0OMI01019,Bright Outdoor,Bright Outdoor Media Limited
543861.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,USK,bse_security_id,INE0N0Y01013,Udayshivakumar Infra Limited,Udayshivakumar infra Limited
543895.BO,XBOM,Media & Leisure,Events & Weddings,Other Consumer Services Companies,543895,primary_local,INE0O8901016,Exhicon Events,Exhicon Events Media Solutions Limited
543896.BO,XBOM,DEFENSE & AEROSPACE SYSTEMS,EMS - Electronics,Other Electrical Equipment Companies,AVALON,primary_local,INE0LCL01028,Avalon Tech,Avalon Technologies Limited
543898.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,BLAL,primary_local,INE0N7W01012,BEML Land Assets,BEML Land Assets Limited
543901.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,RHL,primary_local,INE508K01013,Robust Hotels Limited,Robust Hotels Limited
543902.BO,XBOM,Const. & Materials,Paint Manufacturers,Paints Companies,543902,primary_local,INE0NTC01019,Retina Paints,Retina Paints Limited
543904.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,MANKIND,primary_local,INE634S01028,Mankind Pharma,Mankind Pharma Limited
543905.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,543905,primary_local,INE0LDI01022,Innokaiz India,INNOKAIZ INDIA LIMITED
543910.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,AVG,primary_local,INE680Z01018,AVG Logistics Limited,AVG Logistics Limited
543911.BO,XBOM,Real Estate Segments,Residential Projects,"Residential, Commercial Projects Companies",ATALREAL,primary_local,INE0ALR01029,Atal Realtech Limited,Atal Realtech Limited
543912.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Other Electrical Equipment Companies,PIGL,primary_local,INE557Z01018,Power & Instrumentation (Gujarat) Limited,Power & Instrumentation (Gujarat) Limited
543915.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,PAVNAIND,bse_security_id,INE07S101038,Pavna Industries Limited,Pavna Industries Limited
543916.BO,XBOM,Healthcare Segments,Specialized Equipment & Retail,Medical Equipment & Supplies Companies,543916,primary_local,INE0GYI01028,Hemant Surgical,Hemant Surgical Industries Limited
543917.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,SIGMA,primary_local,INE0A0S01028,Sigma Solve Limited,Sigma Solve Limited
543918.BO,XBOM,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,GHCLTEXTIL,primary_local,INE0PA801013,GHCL Textiles Limited,GHCL Textiles Limited
543919.BO,XBOM,Food & Beverages,Edible Oil,Edible Oil Companies,MKPL,primary_local,INE964W01021,M K Proteins,M K Proteins Limited
543920.BO,XBOM,DEFENSE & AEROSPACE SYSTEMS,Aerospace & Defense OEM,Aerospace & Defense Companies,543920,primary_local,INE0NJ001013,CFF Fluid,CFF FLUID CONTROL LIMITED
543921.BO,XBOM,Consumer Durables,Consumer Electronics,Consumer Electronics Companies,543921,primary_local,INE0NXA01015,Comrade Applian.,Comrade Appliances Limited
543923.BO,XBOM,Consumer Durables,Consumer Electronics,Consumer Electronics Companies,IKIO,primary_local,INE0LOJ01019,IKIO Tech,IKIO Technologies Limited
543926.BO,XBOM,Lifestyle & Retail,Premium & Branded Apparel,Garments & Apparels Companies,543926,primary_local,INE0OJ401014,Bizotic Commer.,Bizotic Commercial Limited
543927.BO,XBOM,ENGINEERING & MANUFACTURING,Material Handling & Storage,Food Storage Facilities Companies,543927,primary_local,INE04Z101016,Asian Warehous.,Asian Warehousing Limited
543929.BO,XBOM,Food & Beverages,Packaged Meat,Meat Products including Poultry Companies,HMAAGRO,primary_local,INE0ECP01024,HMA Agro Inds.,HMA Agro Industries Limited
543930.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,URAVIDEF,bse_security_id,INE568Z01015,Uravi Defence and Technology Limited,Uravi Defence and Technology Limited
543932.BO,XBOM,DEFENSE & AEROSPACE SYSTEMS,Aerospace & Defense OEM,Aerospace & Defense Companies,IDEAFORGE,primary_local,INE349Y01013,Ideaforge Tech,Ideaforge Technology Limited
543933.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,CYIENTDLM,primary_local,INE055S01018,Cyient DLM,Cyient DLM Limited
543936.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",SENCO,primary_local,INE602W01027,Senco Gold,Senco Gold Limited
543937.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,543937,primary_local,INE0NZF01019,Alphalogic Indu,ALPHALOGIC INDUSTRIES LIMITED
543939.BO,XBOM,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,543939,primary_local,INE0P3N01018,Kaka Industries,Kaka Industries Limited
543940.BO,XBOM,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,JIOFIN,primary_local,INE758E01017,Jio Financial,Jio Financial Services Limited
543941.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,543941,primary_local,INE0NEV01011,Ahasolar Technol,AHASOLAR TECHNOLOGIES LIMITED
543942.BO,XBOM,BANKING & FINANCIAL SERVICES,Small Finance Bank,Other Bank Companies,UTKARSHBNK,primary_local,INE735W01017,Utkarsh Small F.,Utkarsh Small Finance Bank Limited
543943.BO,XBOM,Healthcare Segments,Hospitals,Hospital Companies,543943,primary_local,INE0DN001027,Asarfi Hospital,ASARFI HOSPITAL LIMITED
543945.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,AI Infra & GPU Cloud,IT Enabled Services Companies,NETWEB,primary_local,INE0NT901020,Netweb Technol.,Netweb Technologies India Limited
543950.BO,XBOM,Healthcare Segments,Hospitals,Hospital Companies,YATHARTH,primary_local,INE0JO301016,Yatharth Hospit.,Yatharth Hospital & Trauma Care Services Limited
543952.BO,XBOM,PROFESSIONAL SERVICES,Education & EdTech,Education Companies,NIITMTS,primary_local,INE342G01023,NIIT Learning,NIIT Learning Systems Limited
543953.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",543953,primary_local,INE0OWC01011,Khazanchi Jewell,Khazanchi Jewellers Limited
543954.BO,XBOM,Logistics & Trans,Logistics Infra (Ports/Air),Port & Port services Companies,ATL,primary_local,INE0NN701020,Allcargo Termi,Allcargo Terminals Limited
543955.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,TREL,primary_local,INE0O3901029,TransIndia Real,Transindia Real Estate Limited
543957.BO,XBOM,Lifestyle & Retail,Footwear & Leather,Footwear Companies,REDTAPE,primary_local,INE0LXT01019,Redtape,Redtape Limited
543958.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,VLEGOV,bse_security_id,INE03HW01020,VL E-Governance & IT Solutions Limited,VL E-Governance & IT Solutions Limited
543959.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,SBFC,primary_local,INE423Y01016,SBFC Finance,SBFC Finance Limited
543960.BO,XBOM,CHEMICALS & POLYMERS,Speciality Chemicals,Biotechnology Companies,CONCORDBIO,primary_local,INE338H01029,Concord Biotech Limited,Concord Biotech Limited
543962.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,DPWIRES,primary_local,INE864X01013,D P Wires Limited,D P Wires Limited
543965.BO,XBOM,Logistics & Trans,Logistics,Logistics Solution Provider Companies,TVSSCS,bse_security_id,INE395N01027,TVS Supply,TVS Supply Chain Solutions Limited
543969.BO,XBOM,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,PYRAMID,primary_local,INE0MIS01010,Pyramid Technopl,Pyramid Technoplast Limited
543971.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom & Network Infra,Telecom - Infrastructure Companies,543971,primary_local,INE0Q8P01029,Bondada Engineer,Bondada Engineering Limited
543972.BO,XBOM,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,AEROFLEX,primary_local,INE024001021,Aeroflex,Aeroflex Industries Limited
543974.BO,XBOM,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,VPRPL,primary_local,INE0AE001013,Vishnu Prakash R Punglia Limited,Vishnu Prakash R Punglia Limited
543977.BO,XBOM,POWER INFRA & ELECTRICALS,Smart Metering & Inst.,Other Electrical Equipment Companies,RISHABH,primary_local,INE0N2P01017,Rishabh Instrum.,Rishabh Instruments Limited
543978.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,RATNAVEER,primary_local,INE05CZ01011,Ratnaveer Precision Engineering Limited,Ratnaveer Precision Engineering Limited
543980.BO,XBOM,Healthcare Segments,Hospitals,Hospital Companies,JLHL,primary_local,INE682M01012,Jupiter Life Lin,Jupiter Life Line Hospitals Limited
543981.BO,XBOM,POWER INFRA & ELECTRICALS,Cables & Electricals,Cables - Electricals Companies,RRKABEL,primary_local,INE777K01022,R R Kabel,R R Kabel Limited
543982.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,543982,primary_local,INE0OYE01013,Quest Flow,QUEST FLOW CONTROLS LIMITED
543983.BO,XBOM,Env & Sustainability,Waste Management,Waste Management Companies,EMSLIMITED,primary_local,INE0OV601013,EMS,EMS Limited
543984.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,SAMHI,primary_local,INE08U801020,Samhi Hotels,Samhi Hotels Limited
543985.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,ZAGGLE,primary_local,INE07K301024,Zaggle Prepaid,Zaggle Prepaid Ocean Services Limited
543986.BO,XBOM,"ENERGY, OIL & GAS",Oil Equip & Offshore,Oil Equipment & Services Companies,SOUTHWEST,primary_local,INE980Y01015,South West Pinnacle Exploration Limited,South West Pinnacle Exploration Limited
543988.BO,XBOM,BANKING & FINANCIAL SERVICES,Capital Market Intern.,Stockbroking & Allied Companies,NUVAMA,primary_local,INE531F01023,Nuvama Wealth,Nuvama Wealth Management Limited
543989.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Speciality Retail Companies,KALAMANDIR,primary_local,INE438K01021,Sai Silks,Sai Silks (Kalamandir) Limited
543990.BO,XBOM,Real Estate Segments,Residential Projects,"Residential, Commercial Projects Companies",SIGNATURE,primary_local,INE903U01023,SignatureGlobal,Signatureglobal (India) Limited
543991.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,543991,primary_local,INE0P4P01011,Techknowgreen,TECHKNOWGREEN SOLUTIONS LIMITED
543992.BO,XBOM,TRAVEL & HOSPITALITY,Tour & Travel Services,"Tour, Travel Related Services Companies",YATRA,primary_local,INE0JR601024,Yatra Online,Yatra Online Limited
543994.BO,XBOM,Logistics & Trans,Logistics Infra (Ports/Air),Port & Port services Companies,JSWINFRA,primary_local,INE880J01026,JSW Infrast,JSW Infrastructure Limited
543995.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",MVGJL,primary_local,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited,Manoj Vaibhav Gems N Jewellers Limited
543996.BO,XBOM,PROFESSIONAL SERVICES,BPO & Specialized Services,Diversified Commercial Services Companies,UDS,primary_local,INE851I01011,Updater Services,Updater Services Limited
543997.BO,XBOM,Env & Sustainability,Waste Management,Waste Management Companies,543997,primary_local,INE0MIO01019,Organic Recyclin,ORGANIC RECYCLING SYSTEMS LIMITED
543998.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,VALIANTLAB,primary_local,INE0JWS01017,Valiant Laboratories Limited,Valiant Laboratories Limited
544002.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Trading - Textile Products Companies,544002,primary_local,INE0PA601017,Vivaa Tradecom,Vivaa Tradecom Limited
544003.BO,XBOM,POWER INFRA & ELECTRICALS,Cables & Electricals,Cables - Electricals Companies,PLAZACABLE,primary_local,INE0INJ01017,Plaza Wires,Plaza Wires Limited
544004.BO,XBOM,"ENERGY, OIL & GAS",Gas Utilities,LPG/CNG/PNG/LNG Supplier Companies,IRMENERGY,primary_local,INE07U701015,IRM Energy,IRM Energy Limited
544008.BO,XBOM,Real Estate Segments,Commercial & Diversified,"Residential, Commercial Projects Companies",MAXESTATES,primary_local,INE03EI01018,Max Estates,Max Estates Limited
544009.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,BLUEJET,primary_local,INE0KBH01020,Blue Jet Healthcare Limited,Blue Jet Healthcare Limited
544012.BO,XBOM,Consumer Durables,Houseware & Glass,Houseware Companies,CELLO,primary_local,INE0LMW01024,Cello World,Cello World Limited
544014.BO,XBOM,FMCG CLUSTERS,Household & Personal Care,Personal Care Companies,HONASA,primary_local,INE0J5401028,Honasa Consumer,Honasa Consumer Limited
544020.BO,XBOM,BANKING & FINANCIAL SERVICES,Small Finance Bank,Other Bank Companies,ESAFSFB,primary_local,INE818W01011,ESAF Small Fin,ESAF Small Finance Bank Limited
544021.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,PROTEAN,primary_local,INE004A01022,Protean eGov,Protean eGov Technologies Limited
544022.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,ASKAUTOLTD,primary_local,INE491J01022,ASK Automotive Limited,ASK Automotive Limited
544026.BO,XBOM,BANKING & FINANCIAL SERVICES,PSU Infra Finance,Financial Institution Companies,IREDA,primary_local,INE202E01016,Indian Renewable,Indian Renewable Energy Development Agency Limited
544027.BO,XBOM,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,FEDFINA,primary_local,INE007N01010,Fedbank Financi.,Fedbank Financial Services Limited
544028.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,ER&D / Product Software,IT Enabled Services Companies,TATATECH,primary_local,INE142M01025,Tata Technolog.,Tata Technologies Limited
544029.BO,XBOM,"ENERGY, OIL & GAS",Lubricants & Specialty Oils,Lubricants Companies,GANDHAR,primary_local,INE717W01049,Gandhar Oil Ref.,Gandhar Oil Refinery (India) Limited
544030.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Stationary Companies,FLAIR,primary_local,INE00Y201027,Flair Writing,Flair Writing Industries Limited
544037.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Castings & Forgings Companies,544037,primary_local,INE0P9J01013,Amic Forging,Amic Forging Limited
544042.BO,XBOM,DATA CENTER ECOSYSTEM,Power Grid & Distribution,Heavy Electrical Equipment Companies,BAJEL,primary_local,INE0KQN01018,Bajel Projects,Bajel Projects Limited
544044.BO,XBOM,BANKING & FINANCIAL SERVICES,Housing Finance,Housing Finance Company Companies,INDIASHLTR,primary_local,INE922K01024,INDIA SHELTE FIN,India Shelter Finance Corporation Limited
544045.BO,XBOM,PROFESSIONAL SERVICES,Stationery & Paper,Stationary Companies,DOMS,primary_local,INE321T01012,DOMS Industries,DOMS Industries Limited
544046.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Other Industrial Products Companies,INOXINDIA,primary_local,INE616N01034,Inox India,INOX India Limited
544053.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",MOTISONS,primary_local,INE0FRK01020,Motisons Jewel,Motisons Jewellers Limited
544054.BO,XBOM,Real Estate Segments,Residential Projects,"Residential, Commercial Projects Companies",SURAJEST,primary_local,INE843S01025,Suraj Estate Developers Limited,Suraj Estate Developers Limited
544055.BO,XBOM,BANKING & FINANCIAL SERVICES,Microfinance,Microfinance Institutions Companies,MUTHOOTMF,primary_local,INE046W01019,Muthoot Microfin,Muthoot Microfin Limited
544057.BO,XBOM,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Castings & Forgings Companies,HAPPYFORGE,primary_local,INE330T01021,Happy Forgings,Happy Forgings Limited
544058.BO,XBOM,Lifestyle & Retail,Apparel Retail Chains,Speciality Retail Companies,MUFTI,primary_local,INE220Q01020,Credo Brands,Credo Brands Marketing Limited
544060.BO,XBOM,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",RBZJEWEL,primary_local,INE0PEQ01016,RBZ Jewellers Limited,RBZ Jewellers Limited
544061.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Heavy Electrical Equipment Companies,AZAD,primary_local,INE02IJ01035,Azad Engineering,Azad Engineering Limited
544066.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,SUNCLAY,primary_local,INE0Q3R01026,Sundaram Clayton Limited,Sundaram Clayton Limited
544067.BO,XBOM,Healthcare Segments,Pharma,Pharmaceuticals Companies,INNOVACAP,primary_local,INE0DUT01020,Innova Captab Limited,Innova Captab Limited
544073.BO,XBOM,Const. & Materials,Tiles,Ceramics Companies,544073,primary_local,INE0A6N01026,Manoj Ceramic,Manoj Ceramic Limited
544079.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,DIGIDRIVE,primary_local,INE0PSC01024,Digidrive Dist.,Digidrive Distributors Limited
544081.BO,XBOM,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,JYOTICNC,primary_local,INE980O01024,Jyoti CNC Auto.,Jyoti CNC Automation Limited
544088.BO,XBOM,BANKING & FINANCIAL SERVICES,Financial Distributors,Insurance Distributors Companies,MEDIASSIST,primary_local,INE456Z01021,Medi Assist Ser.,Medi Assist Healthcare Services Limited
544091.BO,XBOM,PROFESSIONAL SERVICES,"HR, Staffing & Training",Consulting Services Companies,544091,primary_local,INE0Q1R01012,Qualitek Labs,Qualitek Labs Limited
544095.BO,XBOM,Consumer Durables,Household White Goods,Household Appliances Companies,EPACK,primary_local,INE0G5901015,Epack Durable,EPACK Durable Limited
544100.BO,XBOM,Agri Business,Fertilizers,Fertilizers Companies,NOVAAGRI,primary_local,INE02H701025,Nova Agritech,Nova Agritech Limited
544101.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Computers Hardware & Equipments Companies,544101,primary_local,INE0Q6L01014,Brisk Technovisi,Brisk Technovision Limited
544106.BO,XBOM,Agri Business,Animal Feed & Seeds,Animal Feed Companies,544106,primary_local,INE0R5Z01015,Mayank Cattle Fo,Mayank Cattle Food Limited
544107.BO,XBOM,PROFESSIONAL SERVICES,BPO & Specialized Services,IT Enabled Services Companies,BLSE,primary_local,INE0NLT01010,BLS E-Services,BLS E-Services Limited
544111.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,PARKHOTELS,primary_local,INE988S01028,Apeejay Surrend.,Apeejay Surrendra Park Hotels Limited
544117.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,SIGNPOST,primary_local,INE0KGZ01021,Signpost India,Signpost India Limited
544118.BO,XBOM,BANKING & FINANCIAL SERVICES,Small Finance Bank,Other Bank Companies,JSFB,primary_local,INE953L01027,Jana Small Finan,Jana Small Finance Bank Limited
544119.BO,XBOM,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Computers Hardware & Equipments Companies,RPTECH,primary_local,INE0J1F01024,Rashi Peripheral,Rashi Peripherals Limited
544120.BO,XBOM,BANKING & FINANCIAL SERVICES,Small Finance Bank,Other Bank Companies,CAPITALSFB,primary_local,INE646H01017,Capital Small,Capital Small Finance Bank Limited
544122.BO,XBOM,Lifestyle & Retail,Heath & Pharma Retail,Pharmacy Retail Companies,ENTERO,primary_local,INE010601016,Entero Healthcar,Entero Healthcare Solutions Limited
544124.BO,XBOM,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,VSTL,primary_local,INE0QTF01015,Vibhor Steel Tubes Limited,Vibhor Steel Tubes Limited
544129.BO,XBOM,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,JUNIPER,primary_local,INE696F01016,Juniper Hotels,Juniper Hotels Limited
544131.BO,XBOM,Healthcare Segments,Hospitals,Hospital Companies,GPTHEALTH,primary_local,INE486R01017,GPT Healthcare,GPT Healthcare Limited
544133.BO,XBOM,ENGINEERING & MANUFACTURING,Heavy Electrical Equip,Other Electrical Equipment Companies,EXICOM,primary_local,INE777F01014,Exicom Tele-Systems Limited,Exicom Tele-Systems Limited
544134.BO,XBOM,CHEMICALS & POLYMERS,Polymers,Petrochemicals Companies,PLATIND,primary_local,INE0PT501018,Platinum Industries Limited,Platinum Industries Limited
544135.BO,XBOM,Agri Business,Animal Feed & Seeds,Animal Feed Companies,MUKKA,primary_local,INE0CG401037,Mukka Proteins,Mukka Proteins Limited
544136.BO,XBOM,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,RKSWAMY,primary_local,INE0NQ801033,R K Swamy,R K Swamy Limited
