Industry (EN),Industry (CN),Industry Code,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Market
Semiconductor,半導體業,24,,,3592,Raydium,瑞鼎,TWSE
Semiconductor,半導體業,24,,,4968,Richwave,立積,TWSE
Semiconductor,半導體業,24,,,2351,SDI,順德,TWSE
Semiconductor,半導體業,24,,,6257,SIGURD　　,矽格,TWSE
Semiconductor,半導體業,24,,,3530,SOI,晶相光,TWSE
Semiconductor,半導體業,24,,,5471,SONIX　　,松翰,TWSE
Semiconductor,半導體業,24,,,2401,SUNPLUS,凌陽,TWSE
Semiconductor,半導體業,24,,,3150,SYNCOMM,鈺寶-創,TWSE
Semiconductor,半導體業,24,,,3583,Scientech,辛耘,TWSE
Semiconductor,半導體業,24,,,6451,ShunSin,訊芯-KY,TWSE
Semiconductor,半導體業,24,,,2363,SiS,矽統,TWSE
Semiconductor,半導體業,24,,,6415,Silergy,矽力*-KY,TWSE
Semiconductor,半導體業,24,,,8016,Sitronix　　,矽創,TWSE
Semiconductor,半導體業,24,,,6937,Skytech,天虹,TWSE
Semiconductor,半導體業,24,,,2340,TASC,台亞,TWSE
Semiconductor,半導體業,24,,,4967,TEAM,十銓,TWSE
Semiconductor,半導體業,24,,,6271,THEIL,同欣電,TWSE
Semiconductor,半導體業,24,,,2338,TMC,光罩,TWSE
Semiconductor,半導體業,24,,,5222,TRANSCOM,全訊,TWSE
Semiconductor,半導體業,24,,,2330,TSMC,台積電,TWSE
Semiconductor,半導體業,24,,,2451,Transcend,創見,TWSE
Semiconductor,半導體業,24,,,2303,UMC,聯電,TWSE
Semiconductor,半導體業,24,,,7822,V5 TECHNOLOGIES,倍利科,TWSE
Semiconductor,半導體業,24,,,2388,VIA,威盛,TWSE
Semiconductor,半導體業,24,,,6756,VLI,威鋒電子,TWSE
Semiconductor,半導體業,24,,,6789,VisEra,采鈺,TWSE
Semiconductor,半導體業,24,,,8110,WALTON　,華東,TWSE
Semiconductor,半導體業,24,,,2344,WEC,華邦電,TWSE
Semiconductor,半導體業,24,,,2436,Weltrend,偉詮電,TWSE
Semiconductor,半導體業,24,,,6515,WinWay,穎崴,TWSE
Semiconductor,半導體業,24,,,6695,iCatchtek,芯鼎,TWSE
Semiconductor,半導體業,24,,,7749,iGo-KY,意騰-KY,TWSE
Semiconductor,半導體業,24,,,6909,tCt,創控,TWSE
Semiconductor,半導體業,24,,,6719,uPI,力智,TWSE
Semiconductor,半導體業,24,,,8261,　　APEC,富鼎,TWSE
Semiconductor,半導體業,24,,,8131,　　FATC,福懋科,TWSE
Shipping & Transportation,航運業,15,,,2630,AACL　　,亞航,TWSE
Shipping & Transportation,航運業,15,,,2634,AIDC　　,漢翔,TWSE
Shipping & Transportation,航運業,15,,,2610,CAL,華航,TWSE
Shipping & Transportation,航運業,15,,,2613,CCTC,中櫃,TWSE
Shipping & Transportation,航運業,15,,,2612,CMT,中航,TWSE
Shipping & Transportation,航運業,15,,,8367,CS　,建新國際,TWSE
Shipping & Transportation,航運業,15,,,2645,EGAT,長榮航太,TWSE
Shipping & Transportation,航運業,15,,,2607,EITC,榮運,TWSE
Shipping & Transportation,航運業,15,,,2603,EMC,長榮,TWSE
Shipping & Transportation,航運業,15,,,2618,EVAAIR,長榮航,TWSE
Shipping & Transportation,航運業,15,,,5607,Farglory FTZ 　,遠雄港,TWSE
Shipping & Transportation,航運業,15,,,2608,Kerry TJ,嘉里大榮,TWSE
Shipping & Transportation,航運業,15,,,6753,LUNGTEH,龍德造船,TWSE
Shipping & Transportation,航運業,15,,,2642,Pelican,宅配通,TWSE
Shipping & Transportation,航運業,15,,,5608,S. W.,四維航,TWSE
Shipping & Transportation,航運業,15,,,2605,SNC,新興,TWSE
Shipping & Transportation,航運業,15,,,2646,STARLUX AIR,星宇航空,TWSE
Shipping & Transportation,航運業,15,,,2636,T3EX,台驊控股,TWSE
Shipping & Transportation,航運業,15,,,2633,THSRC,台灣高鐵,TWSE
Shipping & Transportation,航運業,15,,,2617,TNC,台航,TWSE
Shipping & Transportation,航運業,15,,,2611,TSI,志信,TWSE
Shipping & Transportation,航運業,15,,,6757,TTW,台灣虎航,TWSE
Shipping & Transportation,航運業,15,,,2606,U-MING,裕民,TWSE
Shipping & Transportation,航運業,15,,,2615,WANHAI,萬海,TWSE
Shipping & Transportation,航運業,15,,,2637,WISDOM,慧洋-KY,TWSE
Shipping & Transportation,航運業,15,,,2609,YMTC,陽明,TWSE
Shipping & Transportation,航運業,15,,,2208,　　CSBC,台船,TWSE
Sports & Leisure,運動休閒,37,,,8467,BONNY,波力-KY,TWSE
Sports & Leisure,運動休閒,37,,,6965,CJ,中傑-KY,TWSE
Sports & Leisure,運動休閒,37,,,1598,Dyaco,岱宇,TWSE
Sports & Leisure,運動休閒,37,,,6670,FSP,復盛應用,TWSE
Sports & Leisure,運動休閒,37,,,9910,FT,豐泰,TWSE
Sports & Leisure,運動休閒,37,,,9802,Fulgent Sun,鈺齊-KY,TWSE
Sports & Leisure,運動休閒,37,,,9921,GIANT,巨大,TWSE
Sports & Leisure,運動休閒,37,,,1736,JHT　　,喬山,TWSE
Sports & Leisure,運動休閒,37,,,5306,KMC,桂盟,TWSE
Sports & Leisure,運動休閒,37,,,6890,Lai Yih,來億-KY,TWSE
Sports & Leisure,運動休閒,37,,,9914,MIC,美利達,TWSE
Sports & Leisure,運動休閒,37,,,8478,Ocean Alexander,東哥遊艇,TWSE
Sports & Leisure,運動休閒,37,,,9904,PCC,寶成,TWSE
Sports & Leisure,運動休閒,37,,,8462,Power Wind,柏文,TWSE
Sports & Leisure,運動休閒,37,,,6768,SPG-KY,志強-KY,TWSE
Sports & Leisure,運動休閒,37,,,1432,TAROKO,大魯閣,TWSE
Sports & Leisure,運動休閒,37,,,4536,TOPKEY,拓凱,TWSE
Sports & Leisure,運動休閒,37,,,2762,World Gym,世界健身-KY,TWSE
Textiles,紡織纖維,04,,,1466,Acelon,聚隆,TWSE
Textiles,紡織纖維,04,,,1475,BIG SUNSHINE,業旺,TWSE
Textiles,紡織纖維,04,,,1417,CARNIVAL,嘉裕,TWSE
Textiles,紡織纖維,04,,,1468,CHANG HO,昶和,TWSE
Textiles,紡織纖維,04,,,1449,CHIA HER,佳和,TWSE
Textiles,紡織纖維,04,,,1463,CSG,強盛新,TWSE
Textiles,紡織纖維,04,,,1464,DE LICACY,得力,TWSE
Textiles,紡織纖維,04,,,1476,ECLAT,儒鴻,TWSE
Textiles,紡織纖維,04,,,1460,EVEREST,宏遠,TWSE
Textiles,紡織纖維,04,,,1470,EVERTEX,大統新創,TWSE
Textiles,紡織纖維,04,,,1434,F.T.C,福懋,TWSE
Textiles,紡織纖維,04,,,1402,FENC,遠東新,TWSE
Textiles,紡織纖維,04,,,4441,GGF,振大環球,TWSE
Textiles,紡織纖維,04,,,1413,H.C.,宏洲,TWSE
Textiles,紡織纖維,04,,,1446,HONG HO,宏和,TWSE
Textiles,紡織纖維,04,,,1452,HONG YI,宏益,TWSE
Textiles,紡織纖維,04,,,1474,HONMYUE,弘裕,TWSE
Textiles,紡織纖維,04,,,1459,LAN FA,聯發,TWSE
Textiles,紡織纖維,04,,,1444,LEALEA,力麗,TWSE
Textiles,紡織纖維,04,,,4426,LI CHENG,利勤,TWSE
Textiles,紡織纖維,04,,,1447,LP,力鵬,TWSE
Textiles,紡織纖維,04,,,1477,Makalot　　,聚陽,TWSE
Textiles,紡織纖維,04,,,1451,NIEN HSING,年興,TWSE
Textiles,紡織纖維,04,,,1410,NYDF,南染,TWSE
Textiles,紡織纖維,04,,,4438,QVE,廣越,TWSE
Textiles,紡織纖維,04,,,1423,REWARD WOOL,利華,TWSE
Textiles,紡織纖維,04,,,4414,ROO HSING,如興,TWSE
Textiles,紡織纖維,04,,,1419,SHINKO.TEXTILE,新紡,TWSE
Textiles,紡織纖維,04,,,1409,SSFC,新纖,TWSE
Textiles,紡織纖維,04,,,1441,TAH TONG,大東,TWSE
Textiles,紡織纖維,04,,,1473,TAINAN,台南,TWSE
Textiles,紡織纖維,04,,,1440,TAINAN SPINNING,南紡,TWSE
Textiles,紡織纖維,04,,,1467,TEX-RAY,南緯,TWSE
Textiles,紡織纖維,04,,,4439,TST Group,冠星-KY,TWSE
Textiles,紡織纖維,04,,,1454,TTF,台富,TWSE
Textiles,紡織纖維,04,,,1414,TUNG HO,東和,TWSE
Textiles,紡織纖維,04,,,1418,TongHwa,東華,TWSE
Textiles,紡織纖維,04,,,1445,UNIVERSAL,大宇,TWSE
Textiles,紡織纖維,04,,,1465,WISHER,偉全,TWSE
Textiles,紡織纖維,04,,,1457,YI JINN,宜進,TWSE
Textiles,紡織纖維,04,,,4440,Yi Shin,宜新實業,TWSE
Textiles,紡織纖維,04,,,1455,ZIG SHENG,集盛,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2704,AMBH,國賓,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2753,Bafang,八方雲集,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2722,Chateau,夏都,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2748,FDC,雲品,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2712,FGH,遠雄來,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2706,FIRST HOTEL,第一店,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2707,GFRT,晶華,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2723,Gourmet,美食-KY,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2702,HG,華園,TWSE
Tourism & Hospitality,觀光餐旅,16,,,9943,HOLIDAY,好樂迪,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2705,LEOFOO,六福,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2731,Liontravel,雄獅,TWSE
Tourism & Hospitality,觀光餐旅,16,,,7705,Mercuries F&B,三商餐飲,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2739,My Humble House,寒舍,TWSE
Tourism & Hospitality,觀光餐旅,16,,,8940,New Palace,新天地,TWSE
Tourism & Hospitality,觀光餐旅,16,,,5706,PHX TOUR,鳳凰,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2701,WANHWA,萬企,TWSE
Tourism & Hospitality,觀光餐旅,16,,,2727,WOWPRIME,王品,TWSE
Trading & Consumer Goods,貿易百貨,18,,,8443,ASO,阿瘦,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2906,Collins,高林,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2903,FEDS,遠百,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2601,FSC,益航,TWSE
Trading & Consumer Goods,貿易百貨,18,,,5907,GORG,大洋-KY,TWSE
Trading & Consumer Goods,貿易百貨,18,,,8429,Jinli,金麗-KY,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2911,Les enphants,麗嬰房,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2905,MERCURIES,三商,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2912,PCSC,統一超,TWSE
Trading & Consumer Goods,貿易百貨,18,,,4807,RH,日成-KY,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2915,RUENTEX IND.LTD,潤泰全,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2901,SHIN SHIN,欣欣,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2945,Simple Mart,三商家購,TWSE
Trading & Consumer Goods,貿易百貨,18,,,5906,TAINAN CAYMAN,台南-KY,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2910,TONLIN,統領,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2929,TOPBI,淘帝-KY,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2913,TTC,農林,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2908,Test Rite,特力,TWSE
Trading & Consumer Goods,貿易百貨,18,,,2939,Vitafoss-KY,永邑-KY,TWSE
