HSICS Industry,HSICS Sector,HSICS Sub-sector,EM Industry (EN),EM Industry,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,06868,,天福,Main Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,00954,,常茂生物,Main Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,00834,,康大食品,Main Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,01446,,鸿福堂,Main Board
,,,Food & Beverage,食物饮品,High Rights Issue,高供股,00928,,帝王国际投资,Main Board
,,,Food & Beverage,食物饮品,Holiday-related,节假日概念股,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Holiday-related,节假日概念股,01458,,周黑鸭,Main Board
,,,Food & Beverage,食物饮品,Holiday-related,节假日概念股,01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,Holiday-related,节假日概念股,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Holiday-related,节假日概念股,01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Hotel Chains,连锁酒店,08179,,百利达集团控股,GEM
,,,Food & Beverage,食物饮品,IP Economy,IP经济,06683,,巨星传奇,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,01432,,中国圣牧,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,01259,,未来发展控股,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,01717,,澳优,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Infant/Child,婴童,01262,,蜡笔小新食品,Main Board
,,,Food & Beverage,食物饮品,Joint Venture,合资企业,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Joint Venture,合资企业,02317,,味丹国际,Main Board
,,,Food & Beverage,食物饮品,Joint Venture,合资企业,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Joint Venture,合资企业,08179,,百利达集团控股,GEM
,,,Food & Beverage,食物饮品,Joint Venture,合资企业,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Logistics,物流,00197,,亨泰,Main Board
,,,Food & Beverage,食物饮品,MSCI Constituent,MSCI概念,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Mainland Developers,内房股,00727,,皇冠环球集团,Main Board
,,,Food & Beverage,食物饮品,Modern Services,现代服务业,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Modern Services,现代服务业,00060,,香港食品投资,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,06979,,珍酒李渡,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00142,,第一太平,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,New Economy,新经济板块,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,01115,,5100藏冰川,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,06868,,天福,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,02119,,捷荣国际控股,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,00756,,森美控股,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,08241,,英记茶庄集团,GEM
,,,Food & Beverage,食物饮品,Non-Alcoholic Beverages,非酒精饮料,01446,,鸿福堂,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,00928,,帝王国际投资,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,01259,,未来发展控股,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,01152,,正乾金融控股,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,02147,,正味集团,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,00727,,皇冠环球集团,Main Board
,,,Food & Beverage,食物饮品,Penny Stock,细价股,08362,,运兴泰集团,GEM
,,,Food & Beverage,食物饮品,Previously Shorted,曾遭做空,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Previously Shorted,曾遭做空,00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Previously Shorted,曾遭做空,01717,,澳优,Main Board
,,,Food & Beverage,食物饮品,Red Chip,红筹股,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Red Chip,红筹股,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Red Chip,红筹股,00828,,王朝酒业,Main Board
,,,Food & Beverage,食物饮品,SOE Reform,国企改革,00954,,常茂生物,Main Board
,,,Food & Beverage,食物饮品,SOE Reform,国企改革,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Seafood,水产品,08491,,COOL LINK,GEM
,,,Food & Beverage,食物饮品,Seafood,水产品,00197,,亨泰,Main Board
,,,Food & Beverage,食物饮品,Seafood,水产品,00060,,香港食品投资,Main Board
,,,Food & Beverage,食物饮品,Seafood,水产品,01676,,高地股份,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),06603,,IFBH,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),09980,,东鹏饮料,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),06055,,中烟香港,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),09858,,优然牧业,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),09985,,卫龙美味,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),01364,,古茗,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02648,,安井食品,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),06683,,巨星传奇,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),01475,,日清食品,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02589,,沪上阿姨,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),03288,,海天味业,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),06979,,珍酒李渡,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00142,,第一太平,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02555,,茶百道,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02097,,蜜雪集团,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),02517,,锅圈,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Shanghai Connect,港股通(沪),01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,01458,,周黑鸭,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,00374,,四洲集团,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,06868,,天福,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,01717,,澳优,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,02411,,百果园集团,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,02517,,锅圈,Main Board
,,,Food & Beverage,食物饮品,Share Buyback,股份回购,00060,,香港食品投资,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),06603,,IFBH,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),09980,,东鹏饮料,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),06055,,中烟香港,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),09858,,优然牧业,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),09985,,卫龙美味,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),01364,,古茗,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02648,,安井食品,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),06683,,巨星传奇,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),01475,,日清食品,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02589,,沪上阿姨,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),03288,,海天味业,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),06979,,珍酒李渡,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00142,,第一太平,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02555,,茶百道,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02097,,蜜雪集团,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),02517,,锅圈,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Shenzhen Connect,港股通(深),01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,00197,,亨泰,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,01241,,双桦控股,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,00928,,帝王国际投资,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,00841,,木薯资源,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,01152,,正乾金融控股,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,02147,,正味集团,Main Board
,,,Food & Beverage,食物饮品,Small Cap,小盘股,08496,,环球友饮智能,GEM
,,,Food & Beverage,食物饮品,Small Cap,小盘股,08241,,英记茶庄集团,GEM
,,,Food & Beverage,食物饮品,Small Cap,小盘股,01676,,高地股份,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Southbound Core Holdings,南下关注核心资产,01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,06055,,中烟香港,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,09858,,优然牧业,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,02429,,友宝在线,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,01458,,周黑鸭,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,06683,,巨星传奇,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,01475,,日清食品,Main Board
,,,Food & Beverage,食物饮品,Stock Connect Eligible,通概念指,01117,,现代牧业,Main Board
