HSICS Industry,HSICS Sector,HSICS Sub-sector,EM Industry (EN),EM Industry,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Board
,,,Construction,建筑,Modern Services,现代服务业,01683,,旷逸国际,Main Board
,,,Construction,建筑,Modern Services,现代服务业,00406,,有利集团,Main Board
,,,Construction,建筑,Modern Services,现代服务业,01240,,青建国际,Main Board
,,,Construction,建筑,NFT,NFT概念,01372,,中国碳中和,Main Board
,,,Construction,建筑,Natural Gas,天然气,01102,,环能国际,Main Board
,,,Construction,建筑,New Materials,新材料,00380,,中国管业,Main Board
,,,Construction,建筑,Nickel,金属镍,01618,,中国中冶,Main Board
,,,Construction,建筑,Non-ferrous Metals,有色金属,02068,,中铝国际,Main Board
,,,Construction,建筑,Penny Stock,细价股,08423,,CHI HO DEV,GEM
,,,Construction,建筑,Penny Stock,细价股,01416,,CTR HOLDINGS,Main Board
,,,Construction,建筑,Penny Stock,细价股,08013,,ECI TECH,GEM
,,,Construction,建筑,Penny Stock,细价股,01742,,HPC HOLDINGS,Main Board
,,,Construction,建筑,Penny Stock,细价股,08411,,K W NELSON GP,GEM
,,,Construction,建筑,Penny Stock,细价股,08619,,NIU HOLDINGS,GEM
,,,Construction,建筑,Penny Stock,细价股,08422,,WT集团,GEM
,,,Construction,建筑,Penny Stock,细价股,03822,,三和建筑集团,Main Board
,,,Construction,建筑,Penny Stock,细价股,01633,,上谕集团,Main Board
,,,Construction,建筑,Penny Stock,细价股,03708,,世界数字经济产业,Main Board
,,,Construction,建筑,Penny Stock,细价股,02113,,世纪集团国际,Main Board
,,,Construction,建筑,Penny Stock,细价股,00380,,中国管业,Main Board
,,,Construction,建筑,Penny Stock,细价股,08125,,中新控股,GEM
,,,Construction,建筑,Penny Stock,细价股,03321,,中科集团控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01826,,丰展控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01343,,伟源控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,00784,,凌锐控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,09938,,华和控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08460,,基地锦标(五千),GEM
,,,Construction,建筑,Penny Stock,细价股,01592,,基石控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01429,,天任集团,Main Board
,,,Construction,建筑,Penny Stock,细价股,02227,,守益控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08262,,宏强控股,GEM
,,,Construction,建筑,Penny Stock,细价股,08532,,宝发控股,GEM
,,,Construction,建筑,Penny Stock,细价股,01420,,川控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01630,,建成控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01722,,建鹏控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,03789,,御佳控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01546,,德莱建业,Main Board
,,,Construction,建筑,Penny Stock,细价股,01220,,志道国际,Main Board
,,,Construction,建筑,Penny Stock,细价股,01894,,恒益控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01802,,文业集团,Main Board
,,,Construction,建筑,Penny Stock,细价股,08616,,新威工程集团,GEM
,,,Construction,建筑,Penny Stock,细价股,08059,,朝威控股,GEM
,,,Construction,建筑,Penny Stock,细价股,03728,,正利控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08208,,永通万国集团,GEM
,,,Construction,建筑,Penny Stock,细价股,08366,,浙江联合投资,GEM
,,,Construction,建筑,Penny Stock,细价股,00747,,渖阳公用发展股份,Main Board
,,,Construction,建筑,Penny Stock,细价股,09929,,澳达控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01102,,环能国际,Main Board
,,,Construction,建筑,Penny Stock,细价股,01500,,现恒建筑,Main Board
,,,Construction,建筑,Penny Stock,细价股,01472,,生兴控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,02195,,盈汇企业控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08455,,礼建德集团,GEM
,,,Construction,建筑,Penny Stock,细价股,01690,,立基工程控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,01253,,绿博生态,Main Board
,,,Construction,建筑,Penny Stock,细价股,00022,,茂盛控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08526,,荣丰集团亚洲,GEM
,,,Construction,建筑,Penny Stock,细价股,06080,,荣智控股,Main Board
,,,Construction,建筑,Penny Stock,细价股,08535,,荧德控股,GEM
,,,Construction,建筑,Penny Stock,细价股,01943,,金石控股集团,Main Board
,,,Construction,建筑,Penny Stock,细价股,01647,,雄岸科技,Main Board
,,,Construction,建筑,Previously Shorted,曾遭做空,02233,,西部水泥,Main Board
,,,Construction,建筑,Rare Earths,稀土概念,02068,,中铝国际,Main Board
,,,Construction,建筑,Red Chip,红筹股,00830,,中国建筑兴业,Main Board
,,,Construction,建筑,Red Chip,红筹股,01313,,华润建材科技,Main Board
,,,Construction,建筑,Right to Sell or Rent,租售同权,03311,,中国建筑国际,Main Board
,,,Construction,建筑,Robotics,机器人概念,00370,,港仔机器人,Main Board
,,,Construction,建筑,SOE Reform,国企改革,01618,,中国中冶,Main Board
,,,Construction,建筑,SOE Reform,国企改革,00390,,中国中铁,Main Board
,,,Construction,建筑,SOE Reform,国企改革,01800,,中国交通建设,Main Board
,,,Construction,建筑,SOE Reform,国企改革,03323,,中国建材,Main Board
,,,Construction,建筑,SOE Reform,国企改革,00830,,中国建筑兴业,Main Board
,,,Construction,建筑,SOE Reform,国企改革,01186,,中国铁建,Main Board
,,,Construction,建筑,SOE Reform,国企改革,02068,,中铝国际,Main Board
,,,Construction,建筑,SOE Reform,国企改革,01599,,城建设计,Main Board
,,,Construction,建筑,SOE Reform,国企改革,00914,,海螺水泥,Main Board
,,,Construction,建筑,SOE Reform,国企改革,02009,,金隅集团,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),01618,,中国中冶,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),00390,,中国中铁,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),01800,,中国交通建设,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),03323,,中国建材,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),03311,,中国建筑国际,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),02128,,中国联塑,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),01186,,中国铁建,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),02068,,中铝国际,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),06655,,华新建材,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),01313,,华润建材科技,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),01783,,晋景新能,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),00914,,海螺水泥,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),02233,,西部水泥,Main Board
,,,Construction,建筑,Shanghai Connect,港股通(沪),02009,,金隅集团,Main Board
,,,Construction,建筑,Share Buyback,股份回购,00711,,亚洲联合基建控股,Main Board
,,,Construction,建筑,Share Buyback,股份回购,00393,,旭日企业,Main Board
,,,Construction,建筑,Share Buyback,股份回购,01183,,澳能建设,Main Board
,,,Construction,建筑,Share Buyback,股份回购,01897,,美亨实业,Main Board
,,,Construction,建筑,Share Buyback,股份回购,08188,,骏杰集团控股,GEM
,,,Construction,建筑,Shell Stock,壳股,01102,,环能国际,Main Board
,,,Construction,建筑,Shell Stock,壳股,00983,,瑞安建业,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),01618,,中国中冶,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),00390,,中国中铁,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),01800,,中国交通建设,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),03323,,中国建材,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),03311,,中国建筑国际,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),02128,,中国联塑,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),01186,,中国铁建,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),02068,,中铝国际,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),06655,,华新建材,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),01313,,华润建材科技,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),01783,,晋景新能,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),00914,,海螺水泥,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),02233,,西部水泥,Main Board
,,,Construction,建筑,Shenzhen Connect,港股通(深),02009,,金隅集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,08423,,CHI HO DEV,GEM
,,,Construction,建筑,Small Cap,小盘股,01416,,CTR HOLDINGS,Main Board
,,,Construction,建筑,Small Cap,小盘股,08411,,K W NELSON GP,GEM
,,,Construction,建筑,Small Cap,小盘股,08619,,NIU HOLDINGS,GEM
,,,Construction,建筑,Small Cap,小盘股,08422,,WT集团,GEM
,,,Construction,建筑,Small Cap,小盘股,01633,,上谕集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,02113,,世纪集团国际,Main Board
,,,Construction,建筑,Small Cap,小盘股,08039,,中国来骑哦,GEM
,,,Construction,建筑,Small Cap,小盘股,02433,,中天湖南集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,08125,,中新控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08516,,中盈国际,GEM
,,,Construction,建筑,Small Cap,小盘股,03321,,中科集团控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01826,,丰展控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,09998,,光荣控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,00784,,凌锐控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01557,,剑虹集团控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,09938,,华和控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,08027,,吉辉控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08460,,基地锦标(五千),GEM
,,,Construction,建筑,Small Cap,小盘股,01429,,天任集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,02110,,天成控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01718,,宏基集团控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,08532,,宝发控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08173,,客思控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08501,,庄皇集团公司,GEM
,,,Construction,建筑,Small Cap,小盘股,01722,,建鹏控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,03789,,御佳控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01546,,德莱建业,Main Board
,,,Construction,建筑,Small Cap,小盘股,08445,,怡康泰工程集团,GEM
,,,Construction,建筑,Small Cap,小盘股,01421,,恒昌集团国际,Main Board
,,,Construction,建筑,Small Cap,小盘股,01894,,恒益控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01741,,成志控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01802,,文业集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,00058,,新威国际,Main Board
,,,Construction,建筑,Small Cap,小盘股,08616,,新威工程集团,GEM
,,,Construction,建筑,Small Cap,小盘股,08059,,朝威控股,GEM
,,,Construction,建筑,Small Cap,小盘股,03728,,正利控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,08208,,永通万国集团,GEM
,,,Construction,建筑,Small Cap,小盘股,01591,,汛和集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,08321,,泰锦控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08366,,浙江联合投资,GEM
,,,Construction,建筑,Small Cap,小盘股,01408,,濠江机电,Main Board
,,,Construction,建筑,Small Cap,小盘股,06189,,爱得威建设集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,01500,,现恒建筑,Main Board
,,,Construction,建筑,Small Cap,小盘股,01693,,璋利国际,Main Board
,,,Construction,建筑,Small Cap,小盘股,01472,,生兴控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,08455,,礼建德集团,GEM
,,,Construction,建筑,Small Cap,小盘股,08341,,艾硕控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08526,,荣丰集团亚洲,GEM
,,,Construction,建筑,Small Cap,小盘股,06080,,荣智控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,08535,,荧德控股,GEM
,,,Construction,建筑,Small Cap,小盘股,08217,,菊福堂生物,GEM
,,,Construction,建筑,Small Cap,小盘股,08356,,进业控股,GEM
,,,Construction,建筑,Small Cap,小盘股,01581,,进升集团控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01943,,金石控股集团,Main Board
,,,Construction,建筑,Small Cap,小盘股,08373,,靛蓝星,GEM
,,,Construction,建筑,Small Cap,小盘股,01637,,顺兴集团控股,Main Board
,,,Construction,建筑,Small Cap,小盘股,01850,,鸿盛昌资源,Main Board
,,,Construction,建筑,Soil Remediation,土壤修复,01618,,中国中冶,Main Board
,,,Construction,建筑,Soil Remediation,土壤修复,01855,,中庆股份,Main Board
,,,Construction,建筑,Soil Remediation,土壤修复,01253,,绿博生态,Main Board
,,,Construction,建筑,Solar Power Station,光伏电站,01618,,中国中冶,Main Board
,,,Construction,建筑,Solar Power Station,光伏电站,00914,,海螺水泥,Main Board
,,,Construction,建筑,Southbound Core Holdings,南下关注核心资产,01800,,中国交通建设,Main Board
,,,Construction,建筑,Southbound Core Holdings,南下关注核心资产,01186,,中国铁建,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,01618,,中国中冶,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,00390,,中国中铁,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,01800,,中国交通建设,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,03323,,中国建材,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,03311,,中国建筑国际,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,02128,,中国联塑,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,01186,,中国铁建,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,01855,,中庆股份,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,02068,,中铝国际,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,00743,,亚洲水泥(中国),Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,06655,,华新建材,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,01313,,华润建材科技,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,00914,,海螺水泥,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,02233,,西部水泥,Main Board
,,,Construction,建筑,Stock Connect Eligible,通概念指,02009,,金隅集团,Main Board
,,,Construction,建筑,Taiwan-funded,台资企业,00743,,亚洲水泥(中国),Main Board
,,,Construction,建筑,Tencent Group,腾讯系,00701,,CNT GROUP,Main Board
,,,Construction,建筑,Well-known Companies,知名公司,00390,,中国中铁,Main Board
,,,Construction,建筑,Wind Power,风电股,01800,,中国交通建设,Main Board
,,,Construction,建筑,Xiongan District,雄安新区,01800,,中国交通建设,Main Board
,,,Construction,建筑,Xiongan District,雄安新区,03323,,中国建材,Main Board
,,,Construction,建筑,Xiongan District,雄安新区,01727,,河北建设,Main Board
,,,Construction,建筑,Xiongan District,雄安新区,02009,,金隅集团,Main Board
,,,Construction,建筑,Zinc,金属锌,01618,,中国中冶,Main Board
,,,Construction,建筑,China State Construction Group (CSCEC),中国建筑系,00830,,中国建筑兴业,Main Board
,,,Construction,建筑,China State Construction Group (CSCEC),中国建筑系,03311,,中国建筑国际,Main Board
,,,Construction,建筑,Cannabis,大麻概念股,01372,,中国碳中和,Main Board
,,,Construction,建筑,Cannabis,大麻概念股,01647,,雄岸科技,Main Board
,,,Construction,建筑,Building Energy Efficiency,建筑节能,01313,,华润建材科技,Main Board
,,,Construction,建筑,Culture & Media,文化传媒,08027,,吉辉控股,GEM
,,,Construction,建筑,Culture & Media,文化传媒,08356,,进业控股,GEM
,,,Construction,建筑,Smart Buildings,智能建筑,01313,,华润建材科技,Main Board
,,,Food & Beverage,食物饮品,,,01927,,久久王,Main Board
,,,Food & Beverage,食物饮品,,,08413,,亚洲富思,GEM
,,,Food & Beverage,食物饮品,,,06980,,八马茶业,Main Board
,,,Food & Beverage,食物饮品,,,01823,,华昱高速,Main Board
,,,Food & Beverage,食物饮品,,,80291,,华润啤酒-R,Main Board
,,,Food & Beverage,食物饮品,,,02321,,双财庄,Main Board
,,,Food & Beverage,食物饮品,,,09876,,大洋环球控股,Main Board
,,,Food & Beverage,食物饮品,,,08509,,威扬酒业控股,GEM
,,,Food & Beverage,食物饮品,,,01705,,宾仕国际,Main Board
,,,Food & Beverage,食物饮品,,,02573,,新琪安,Main Board
,,,Food & Beverage,食物饮品,,,06911,,澜沧古茶,Main Board
,,,Food & Beverage,食物饮品,,,01768,,鸣鸣很忙,Main Board
,,,Food & Beverage,食物饮品,ACG / Guzi Economy,谷子经济,06683,,巨星传奇,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,02218,,安德利果汁,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00841,,木薯资源,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00756,,森美控股,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00829,,神冠控股,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00389,,通天酒业,Main Board
,,,Food & Beverage,食物饮品,Agriculture,农业股,00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Auto Manufacturing,汽车制造,01241,,双桦控股,Main Board
,,,Food & Beverage,食物饮品,Beer,啤酒,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Beer,啤酒,01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,Beer,啤酒,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,Beer,啤酒,00236,,香港生力啤,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,00288,,万洲国际,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,Blue Chip Index,蓝筹股指,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Branded Apparel,品牌服饰,00928,,帝王国际投资,Main Board
,,,Food & Beverage,食物饮品,Branded Apparel,品牌服饰,01152,,正乾金融控股,Main Board
,,,Food & Beverage,食物饮品,COFCO Group,中粮系,01432,,中国圣牧,Main Board
,,,Food & Beverage,食物饮品,COFCO Group,中粮系,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,COFCO Group,中粮系,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,COFCO Group,中粮系,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Central SOE Index,央企指数,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Central SOE Index,央企指数,06055,,中烟香港,Main Board
,,,Food & Beverage,食物饮品,Central SOE Index,央企指数,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,Central SOE Index,央企指数,02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,Central SOE Index,央企指数,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,China ADR Relisting,中概股回归,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,China ADR Relisting,中概股回归,00834,,康大食品,Main Board
,,,Food & Beverage,食物饮品,China ADR Relisting,中概股回归,01262,,蜡笔小新食品,Main Board
,,,Food & Beverage,食物饮品,China ADR Relisting,中概股回归,00948,,阿尔法企业,Main Board
,,,Food & Beverage,食物饮品,China Resources Group,华润系,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,China Resources Group,华润系,02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,Consumer Leaders,消费龙头,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Consumer Leaders,消费龙头,01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,01432,,中国圣牧,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,06186,,中国飞鹤,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,09858,,优然牧业,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,01431,,原生态牧业,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,01717,,澳优,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,Dairy,乳制品,02319,,蒙牛乳业,Main Board
,,,Food & Beverage,食物饮品,Electronic Information,电子信息,00948,,阿尔法企业,Main Board
,,,Food & Beverage,食物饮品,Fast Food Chains,连锁快餐,00831,,利亚零售,Main Board
,,,Food & Beverage,食物饮品,Fast Food Chains,连锁快餐,08179,,百利达集团控股,GEM
,,,Food & Beverage,食物饮品,Fast Food Chains,连锁快餐,00060,,香港食品投资,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,03318,,中国波顿,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,02317,,味丹国际,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,00954,,常茂生物,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,01695,,椰丰集团,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,01587,,欣融国际,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,01084,,绿新生物科技,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,02226,,老恒和酿造,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Food Additives,食品添加剂,01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01837,,五谷磨房,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01583,,亲亲食品,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00336,,华宝国际,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01458,,周黑鸭,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00322,,康师傅控股,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01475,,日清食品,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00220,,统一企业中国,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01084,,绿新生物科技,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,02226,,老恒和酿造,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Food Stocks,食品股,01579,,颐海国际,Main Board
,,,Food & Beverage,食物饮品,Foreign Company,外国公司,08491,,COOL LINK,GEM
,,,Food & Beverage,食物饮品,Foreign Company,外国公司,01767,,TS WONDERS,Main Board
,,,Food & Beverage,食物饮品,Foreign Company,外国公司,01695,,椰丰集团,Main Board
,,,Food & Beverage,食物饮品,Foreign Company,外国公司,08496,,环球友饮智能,GEM
,,,Food & Beverage,食物饮品,Fosun-held,复星持股,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,06055,,中烟香港,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,00291,,华润啤酒,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,02460,,华润饮料,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,00828,,王朝酒业,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,02226,,老恒和酿造,Main Board
,,,Food & Beverage,食物饮品,H-Share Index (SOE),国企指数,00168,,青岛啤酒股份,Main Board
,,,Food & Beverage,食物饮品,H-share Full Circulation,H股全流通,09633,,农夫山泉,Main Board
,,,Food & Beverage,食物饮品,H-share Full Circulation,H股全流通,02411,,百果园集团,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01115,,5100藏冰川,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01432,,中国圣牧,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,00151,,中国旺旺,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,00506,,中国食品,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,09858,,优然牧业,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02429,,友宝在线,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01458,,周黑鸭,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01285,,嘉士利集团,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,08146,,怡园酒业,GEM
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02119,,捷荣国际控股,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01152,,正乾金融控股,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02425,,澳亚集团,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01717,,澳优,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01497,,燕之屋,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01117,,现代牧业,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,06979,,珍酒李渡,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01876,,百威亚太,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02411,,百果园集团,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,00829,,神冠控股,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,01389,,美捷汇控股,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,08241,,英记茶庄集团,GEM
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02555,,茶百道,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,02517,,锅圈,Main Board
,,,Food & Beverage,食物饮品,HK-Mainland Nexus,香港中国,00546,,阜丰集团,Main Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,00345,,VITASOY INT'L,Main Board
,,,Food & Beverage,食物饮品,Health Industry,健康产业,00506,,中国食品,Main Board
